browser,city,datetime,ip,method,module
chrome,龙县,2019-05-29 15:55:52,200.65.59.250,delete,任务列表
chrome,龙县,2019-05-24 04:34:50,57.126.171.51,get,项目列表
ie,天津市,2019-05-21 18:15:03,192.88.96.161,put,主页
firefox,天津市,2019-05-25 02:36:49,192.175.58.238,delete,任务详情
firefox,颖市,2019-05-24 11:11:06,192.93.129.42,post,项目详情
safari,倩市,2019-05-27 15:31:07,192.88.66.73,put,任务列表
chrome,巢湖县,2019-05-22 10:49:59,198.51.232.199,get,主页
safari,利县,2019-05-29 01:40:05,203.0.59.155,option,项目详情
safari,龙县,2019-05-29 16:47:42,192.53.2.210,post,主页
safari,华县,2019-05-25 08:53:14,121.106.8.72,option,主页
firefox,刚市,2019-05-21 08:13:00,192.57.46.44,option,任务列表
ie,华市,2019-05-22 08:27:19,169.230.50.203,get,项目列表
ie,北京县,2019-05-25 22:17:47,198.51.101.164,post,主页
chrome,颖市,2019-05-25 09:28:09,1.228.115.113,get,个人信息
chrome,巢湖县,2019-05-22 21:43:10,198.51.232.199,delete,任务列表
safari,东莞县,2019-05-22 21:31:43,192.168.121.59,option,项目详情
chrome,东莞县,2019-05-24 19:14:33,192.197.89.19,delete,任务列表
safari,华县,2019-05-26 01:43:39,169.192.168.56,get,任务详情
chrome,乌鲁木齐县,2019-05-28 15:43:27,203.0.112.147,delete,主页
safari,玉英县,2019-05-28 02:42:31,192.3.52.74,post,主页
chrome,天津市,2019-05-20 13:44:01,203.0.112.147,option,主页
ie,龙县,2019-05-21 12:03:12,192.31.211.99,option,任务详情
firefox,汕尾县,2019-05-27 14:18:02,203.23.202.51,option,项目列表
firefox,倩市,2019-05-23 06:25:59,192.0.53.46,option,任务详情
chrome,刚市,2019-05-27 04:28:53,200.65.59.250,option,主页
firefox,北京县,2019-05-25 11:30:35,192.175.13.165,delete,任务详情
firefox,南京市,2019-05-27 12:05:16,192.31.204.69,delete,任务详情
chrome,宜都市,2019-05-22 21:39:44,169.255.215.157,put,主页
ie,华市,2019-05-23 09:05:37,199.190.135.236,post,任务详情
chrome,龙县,2019-05-24 19:40:09,203.6.167.148,put,任务详情
ie,伟县,2019-05-27 21:17:23,192.83.9.215,post,任务详情
firefox,建军县,2019-05-26 10:26:24,197.106.201.98,delete,任务列表
ie,汕尾县,2019-05-26 11:33:36,169.253.193.81,delete,项目列表
ie,天津市,2019-05-29 00:03:20,192.31.211.99,option,任务详情
chrome,想县,2019-05-24 00:07:16,198.51.101.90,put,项目详情
ie,伟县,2019-05-26 12:44:31,197.106.201.98,get,任务详情
firefox,龙县,2019-05-22 00:29:25,192.57.46.44,post,主页
chrome,想县,2019-05-28 11:30:16,203.0.84.137,put,任务列表
safari,汕尾县,2019-05-23 06:55:15,192.3.52.74,put,任务列表
safari,天津市,2019-05-22 18:31:50,169.169.36.164,delete,任务详情
chrome,华县,2019-05-28 12:07:27,198.51.232.199,delete,项目列表
firefox,东莞县,2019-05-19 23:27:35,192.31.211.99,get,任务列表
safari,利县,2019-05-24 04:09:33,206.107.49.25,option,任务列表
ie,华县,2019-05-27 08:04:39,192.91.130.219,option,个人信息
firefox,宜都市,2019-05-21 11:58:54,192.52.143.138,get,任务详情
ie,天津市,2019-05-24 18:35:16,192.175.58.238,delete,任务列表
ie,龙县,2019-05-22 04:26:57,197.106.201.98,post,项目列表
ie,玉英县,2019-05-21 03:13:16,169.253.193.81,post,主页
safari,利县,2019-05-26 15:23:38,203.0.84.137,delete,任务列表
ie,乌鲁木齐县,2019-05-23 05:08:51,192.31.197.204,put,任务列表
safari,颖市,2019-05-29 00:15:46,198.50.60.244,post,项目列表
ie,天津市,2019-05-26 13:32:24,169.230.50.203,option,个人信息
ie,巢湖县,2019-05-28 15:55:06,192.88.104.231,delete,任务列表
ie,玉英县,2019-05-28 02:30:25,169.192.168.56,option,任务列表
safari,华县,2019-05-22 21:05:38,192.88.66.73,delete,项目列表
firefox,华市,2019-05-27 20:41:43,192.0.11.58,put,个人信息
safari,华县,2019-05-25 06:45:25,4.254.229.140,post,个人信息
ie,华县,2019-05-26 20:52:43,192.52.192.218,post,个人信息
firefox,想县,2019-05-26 10:30:00,192.56.204.58,option,项目列表
firefox,巢湖县,2019-05-22 07:23:00,198.51.98.171,get,个人信息
firefox,玉英县,2019-05-23 16:38:52,198.50.54.119,get,主页
chrome,倩市,2019-05-26 17:41:50,192.52.198.1,get,个人信息
ie,北京县,2019-05-22 11:15:48,200.238.69.190,post,项目详情
ie,宜都市,2019-05-29 15:30:12,192.52.198.1,post,项目列表
chrome,东莞县,2019-05-27 15:57:49,169.230.50.203,option,项目详情
ie,宜都市,2019-05-29 05:48:43,7.216.233.147,post,项目详情
ie,乌鲁木齐县,2019-05-20 08:48:38,203.0.84.137,option,项目列表
ie,华县,2019-05-25 01:49:36,193.217.128.227,get,任务列表
safari,刚市,2019-05-23 08:30:32,192.167.183.73,get,个人信息
firefox,龙县,2019-05-23 03:19:36,192.52.198.1,delete,项目列表
ie,建军县,2019-05-27 04:59:23,202.112.176.9,delete,主页
safari,想县,2019-05-22 01:59:46,1.228.115.113,get,任务详情
safari,颖市,2019-05-21 20:15:05,169.192.168.56,delete,项目列表
safari,潜江县,2019-05-20 01:49:46,198.50.60.244,get,个人信息
chrome,南京市,2019-05-27 00:28:06,192.175.169.242,put,项目详情
firefox,华县,2019-05-22 16:54:22,7.216.233.147,get,任务详情
ie,天津市,2019-05-22 05:09:22,203.23.202.51,put,个人信息
firefox,天津市,2019-05-21 16:53:50,198.17.139.74,option,项目列表
safari,潜江县,2019-05-20 08:11:58,192.88.104.231,put,项目详情
ie,东莞县,2019-05-29 19:43:46,192.88.104.231,option,主页
safari,倩市,2019-05-20 01:07:49,203.0.76.165,option,个人信息
safari,巢湖县,2019-05-27 11:37:24,200.238.69.190,get,任务详情
firefox,想县,2019-05-22 12:50:10,169.192.168.56,get,任务详情
chrome,宜都市,2019-05-28 07:41:35,200.238.69.190,get,任务列表
chrome,宜都市,2019-05-22 21:41:55,1.228.115.113,put,任务列表
safari,天津市,2019-05-27 19:00:04,192.52.172.81,option,任务详情
chrome,天津市,2019-05-21 02:41:07,192.167.183.73,delete,任务详情
firefox,建军县,2019-05-29 08:51:58,192.172.71.27,option,主页
chrome,颖市,2019-05-21 06:36:29,192.93.129.42,post,项目列表
safari,汕尾县,2019-05-21 11:58:06,192.31.178.28,get,任务详情
firefox,华县,2019-05-24 15:15:28,198.51.208.103,put,主页
safari,巢湖县,2019-05-27 16:15:04,192.175.75.191,put,个人信息
chrome,伟县,2019-05-23 03:41:15,192.0.11.58,delete,项目详情
chrome,乌鲁木齐县,2019-05-25 07:34:05,203.0.84.137,option,任务详情
ie,想县,2019-05-22 08:59:37,192.0.3.183,post,任务列表
firefox,龙县,2019-05-29 18:44:58,203.98.157.202,get,项目列表
ie,东莞县,2019-05-23 02:17:01,4.248.225.66,option,个人信息
ie,玉英县,2019-05-29 15:39:52,7.216.233.147,post,主页
firefox,华市,2019-05-26 05:51:57,198.51.98.171,delete,任务列表
safari,颖市,2019-05-19 21:14:53,7.216.233.147,get,任务详情
safari,倩市,2019-05-26 21:37:27,192.167.183.73,delete,项目详情
firefox,潜江县,2019-05-29 01:05:55,55.128.250.95,get,主页
chrome,天津市,2019-05-28 17:08:40,200.65.59.250,post,项目列表
chrome,利县,2019-05-28 22:59:38,198.51.101.90,delete,项目列表
firefox,天津市,2019-05-24 21:48:18,192.0.11.58,get,个人信息
firefox,利县,2019-05-27 09:33:16,192.52.199.237,get,任务详情
chrome,颖市,2019-05-24 16:34:38,203.98.157.202,option,任务列表
safari,想县,2019-05-29 08:17:31,192.175.13.165,put,任务列表
chrome,刚市,2019-05-25 05:52:16,198.51.98.171,post,个人信息
ie,玉英县,2019-05-28 15:29:45,192.83.9.215,get,项目列表
chrome,华县,2019-05-23 07:40:10,192.197.89.19,option,项目列表
firefox,建军县,2019-05-20 12:25:52,206.107.49.25,delete,项目列表
safari,东莞县,2019-05-20 04:34:45,192.88.156.255,delete,主页
ie,龙县,2019-05-24 01:48:36,192.175.75.191,option,项目列表
ie,天津市,2019-05-22 06:01:03,193.217.128.227,option,项目详情
ie,倩市,2019-05-21 20:12:56,192.52.172.81,option,主页
ie,汕尾县,2019-05-21 21:07:25,192.88.166.197,get,项目详情
chrome,颖市,2019-05-24 00:37:08,192.31.204.69,get,个人信息
ie,利县,2019-05-28 02:43:36,203.23.202.51,get,项目详情
chrome,华市,2019-05-25 02:19:25,121.106.8.72,put,任务详情
safari,建军县,2019-05-27 23:21:47,198.51.108.180,post,任务列表
firefox,建军县,2019-05-28 22:53:05,192.0.11.58,option,任务列表
firefox,潜江县,2019-05-22 23:25:55,203.98.157.202,option,任务详情
safari,天津市,2019-05-24 04:04:39,192.88.156.255,get,个人信息
safari,龙县,2019-05-28 06:16:13,206.107.49.25,put,个人信息
ie,想县,2019-05-20 11:01:59,192.56.204.58,delete,任务详情
safari,东莞县,2019-05-28 12:34:00,192.49.28.87,get,个人信息
safari,想县,2019-05-23 15:58:29,192.0.1.59,get,任务列表
safari,想县,2019-05-29 11:27:19,192.0.11.58,put,主页
chrome,建军县,2019-05-29 10:09:22,203.0.84.137,put,项目列表
chrome,倩市,2019-05-25 07:23:47,192.0.10.129,put,个人信息
ie,东莞县,2019-05-20 16:22:01,198.17.139.74,post,任务列表
ie,倩市,2019-05-28 02:38:34,192.52.192.218,put,任务详情
firefox,南京市,2019-05-27 05:48:52,169.201.129.49,get,项目列表
safari,建军县,2019-05-22 09:24:35,192.52.68.139,put,主页
firefox,天津市,2019-05-21 11:51:19,192.94.13.134,option,主页
firefox,想县,2019-05-20 13:43:54,192.174.87.217,post,任务列表
ie,华县,2019-05-25 20:36:35,192.6.65.180,get,个人信息
chrome,倩市,2019-05-23 15:47:48,192.31.204.69,put,项目列表
chrome,东莞县,2019-05-27 05:26:57,200.65.59.250,delete,任务详情
safari,北京县,2019-05-26 06:56:31,192.94.13.134,delete,主页
firefox,宜都市,2019-05-26 06:49:43,193.217.128.227,delete,项目详情
safari,宜都市,2019-05-26 22:23:26,192.52.192.218,put,项目列表
firefox,乌鲁木齐县,2019-05-23 16:07:39,198.51.101.164,put,个人信息
safari,伟县,2019-05-29 20:47:24,175.83.83.87,post,任务详情
firefox,乌鲁木齐县,2019-05-22 07:32:37,198.50.60.244,get,任务列表
firefox,北京县,2019-05-23 21:22:43,192.91.20.221,put,项目详情
chrome,宜都市,2019-05-27 14:40:15,192.52.143.214,option,任务列表
safari,东莞县,2019-05-28 20:13:28,192.52.201.75,get,项目列表
firefox,天津市,2019-05-26 03:20:26,192.175.58.238,get,个人信息
safari,龙县,2019-05-22 23:52:05,192.52.68.139,post,主页
firefox,倩市,2019-05-26 21:35:34,192.56.204.58,option,项目列表
ie,北京县,2019-05-27 05:23:44,192.141.156.158,delete,任务列表
safari,利县,2019-05-22 20:46:37,192.0.53.46,option,任务详情
firefox,宜都市,2019-05-23 04:57:18,192.88.127.141,post,主页
safari,玉英县,2019-05-29 02:55:35,192.175.75.191,post,项目列表
safari,乌鲁木齐县,2019-05-28 23:10:47,169.169.36.164,delete,主页
safari,东莞县,2019-05-24 16:46:54,169.201.129.49,option,个人信息
firefox,华县,2019-05-19 21:58:40,192.172.74.3,option,项目列表
firefox,伟县,2019-05-29 12:28:18,200.238.69.190,get,项目详情
safari,汕尾县,2019-05-20 13:30:39,169.230.50.203,put,任务详情
firefox,伟县,2019-05-24 01:28:41,200.238.69.190,delete,个人信息
firefox,利县,2019-05-27 05:48:59,192.88.57.235,put,任务详情
ie,玉英县,2019-05-23 19:41:26,192.52.152.30,option,任务列表
safari,华县,2019-05-23 23:08:32,169.242.249.63,delete,项目详情
chrome,汕尾县,2019-05-20 22:51:27,192.175.58.238,delete,任务详情
firefox,东莞县,2019-05-29 05:15:08,203.98.157.202,put,项目详情
firefox,汕尾县,2019-05-21 07:50:10,169.192.168.56,delete,项目详情
chrome,利县,2019-05-21 10:28:07,192.31.216.190,put,项目详情
ie,倩市,2019-05-24 21:21:44,192.31.216.190,delete,主页
safari,利县,2019-05-28 20:00:45,4.254.229.140,post,主页
safari,巢湖县,2019-05-27 18:18:42,197.106.201.98,get,项目列表
safari,宜都市,2019-05-28 18:02:36,203.0.59.155,get,个人信息
safari,玉英县,2019-05-20 03:12:48,192.93.129.42,option,主页
chrome,利县,2019-05-25 22:32:35,192.52.143.138,put,项目详情
safari,利县,2019-05-29 19:37:35,192.53.2.210,post,项目列表
ie,利县,2019-05-20 15:28:11,192.141.156.158,get,个人信息
ie,建军县,2019-05-24 18:43:00,198.50.60.244,delete,任务详情
safari,玉英县,2019-05-24 18:03:42,203.23.202.51,delete,主页
firefox,龙县,2019-05-20 09:54:58,55.128.250.95,post,任务详情
ie,华县,2019-05-20 09:41:43,192.88.96.161,get,任务详情
firefox,东莞县,2019-05-26 22:26:08,192.88.57.235,post,任务列表
ie,龙县,2019-05-24 02:55:46,203.0.84.137,delete,项目列表
safari,玉英县,2019-05-23 15:55:45,169.201.129.49,delete,个人信息
ie,龙县,2019-05-27 08:32:51,192.53.2.210,get,任务列表
firefox,汕尾县,2019-05-21 02:39:54,203.6.167.148,delete,项目列表
ie,天津市,2019-05-25 09:09:22,192.0.53.46,option,任务详情
safari,利县,2019-05-24 03:59:28,192.52.143.138,option,项目详情
ie,颖市,2019-05-23 14:16:44,169.253.193.81,delete,项目列表
ie,颖市,2019-05-21 03:22:51,192.31.216.190,delete,主页
safari,潜江县,2019-05-21 11:15:44,203.98.157.202,put,主页
chrome,天津市,2019-05-27 03:55:45,192.88.104.231,put,主页
safari,倩市,2019-05-24 23:09:03,192.56.204.58,post,任务列表
ie,刚市,2019-05-22 07:01:12,192.168.121.59,post,项目列表
firefox,潜江县,2019-05-25 09:17:10,169.255.215.157,post,主页
chrome,宜都市,2019-05-26 10:46:40,203.0.59.155,put,任务详情
ie,东莞县,2019-05-28 15:46:04,198.50.60.244,option,主页
firefox,想县,2019-05-21 21:17:34,192.197.89.19,post,任务详情
safari,想县,2019-05-21 06:04:02,169.255.215.157,post,项目列表
safari,利县,2019-05-28 06:39:52,169.255.140.124,get,项目详情
ie,利县,2019-05-25 03:37:58,192.52.192.137,option,任务详情
firefox,华县,2019-05-23 19:15:43,192.31.197.204,put,项目详情
chrome,想县,2019-05-29 14:16:04,192.54.169.39,get,任务详情
ie,想县,2019-05-23 06:59:47,192.52.201.75,put,主页
safari,乌鲁木齐县,2019-05-27 20:00:53,192.52.252.250,put,个人信息
ie,东莞县,2019-05-24 11:03:12,192.88.104.231,post,任务详情
ie,北京县,2019-05-22 10:12:53,192.49.28.87,get,个人信息
chrome,刚市,2019-05-22 04:15:46,192.0.10.129,put,任务列表
safari,华市,2019-05-26 08:36:55,198.51.108.180,put,项目详情
firefox,倩市,2019-05-26 21:16:25,192.31.178.28,put,任务详情
safari,颖市,2019-05-27 05:17:04,198.17.139.74,post,主页
safari,伟县,2019-05-28 13:08:43,192.52.252.250,post,任务详情
ie,想县,2019-05-25 14:32:53,192.175.13.165,post,主页
firefox,南京市,2019-05-21 08:57:08,1.228.115.113,post,项目列表
safari,龙县,2019-05-22 17:15:25,192.172.71.27,option,任务详情
chrome,南京市,2019-05-25 12:34:55,192.88.166.197,post,任务列表
ie,北京县,2019-05-26 22:05:01,192.175.169.242,option,个人信息
ie,刚市,2019-05-20 22:59:34,192.88.57.235,get,主页
ie,龙县,2019-05-21 16:13:15,192.57.46.44,put,任务列表
chrome,天津市,2019-05-21 06:56:07,1.228.115.113,put,项目列表
ie,南京市,2019-05-29 16:52:47,169.230.50.203,put,任务列表
chrome,伟县,2019-05-21 06:33:12,192.3.52.74,delete,项目列表
firefox,乌鲁木齐县,2019-05-24 14:47:07,203.23.202.51,get,项目列表
safari,玉英县,2019-05-25 22:54:50,197.154.176.98,option,主页
ie,天津市,2019-05-20 17:48:16,203.0.84.137,post,项目列表
chrome,潜江县,2019-05-20 12:33:22,206.107.49.25,get,主页
safari,想县,2019-05-29 03:53:20,198.50.54.119,delete,任务详情
firefox,南京市,2019-05-24 04:16:45,192.0.1.59,get,项目列表
safari,建军县,2019-05-22 15:19:54,192.0.11.58,post,项目详情
safari,乌鲁木齐县,2019-05-23 17:00:15,192.88.156.255,put,项目详情
firefox,玉英县,2019-05-21 15:20:29,192.0.10.129,post,主页
safari,华市,2019-05-27 20:11:32,192.3.52.74,post,个人信息
safari,南京市,2019-05-20 09:10:10,169.255.215.157,put,任务详情
safari,北京县,2019-05-21 08:12:56,198.17.139.74,delete,项目详情
firefox,利县,2019-05-20 23:56:41,192.172.71.27,get,主页
ie,宜都市,2019-05-29 12:25:53,7.216.233.147,post,任务列表
chrome,巢湖县,2019-05-22 15:37:38,57.126.171.51,get,个人信息
chrome,天津市,2019-05-20 06:35:18,192.175.169.242,option,项目列表
firefox,玉英县,2019-05-26 07:57:14,198.50.75.135,put,项目列表
ie,汕尾县,2019-05-21 20:22:09,1.228.115.113,option,项目详情
chrome,建军县,2019-05-23 21:18:56,192.52.199.237,post,项目详情
chrome,潜江县,2019-05-21 09:22:11,197.154.176.98,get,个人信息
ie,天津市,2019-05-22 11:11:33,198.51.232.199,put,项目列表
safari,乌鲁木齐县,2019-05-26 04:44:44,4.254.229.140,option,个人信息
firefox,华县,2019-05-28 07:55:10,192.172.74.3,post,任务列表
chrome,龙县,2019-05-29 18:25:06,7.216.233.147,get,个人信息
ie,刚市,2019-05-19 23:00:08,192.141.156.158,post,项目列表
chrome,建军县,2019-05-22 19:48:40,192.88.104.231,put,项目列表
chrome,乌鲁木齐县,2019-05-27 19:36:50,192.31.216.190,get,任务列表
ie,东莞县,2019-05-28 00:41:16,199.190.135.236,option,项目列表
safari,东莞县,2019-05-25 02:26:34,175.83.83.87,option,主页
chrome,天津市,2019-05-20 07:39:52,192.175.13.165,delete,主页
safari,巢湖县,2019-05-25 05:18:23,192.57.46.44,option,项目详情
safari,巢湖县,2019-05-24 15:48:48,192.52.201.75,get,任务列表
ie,东莞县,2019-05-24 07:23:39,192.167.183.73,option,个人信息
chrome,北京县,2019-05-20 04:06:51,192.6.65.180,delete,项目详情
safari,潜江县,2019-05-25 18:10:16,192.93.129.42,delete,项目列表
chrome,乌鲁木齐县,2019-05-29 02:32:08,197.106.201.98,delete,项目列表
ie,宜都市,2019-05-29 09:22:37,121.106.8.72,delete,个人信息
firefox,北京县,2019-05-23 11:44:35,198.51.98.171,delete,个人信息
chrome,东莞县,2019-05-21 02:52:23,192.94.13.134,get,任务列表
ie,东莞县,2019-05-25 21:52:24,55.128.250.95,get,项目详情
safari,潜江县,2019-05-28 18:56:08,192.167.94.147,delete,项目列表
safari,潜江县,2019-05-29 17:06:02,192.52.199.237,option,主页
safari,乌鲁木齐县,2019-05-29 04:43:08,216.111.3.86,post,个人信息
ie,潜江县,2019-05-28 08:32:26,198.51.101.90,post,任务详情
safari,利县,2019-05-22 18:16:17,192.52.192.218,post,个人信息
ie,东莞县,2019-05-26 19:28:52,192.88.66.73,option,项目详情
chrome,颖市,2019-05-23 22:08:29,192.52.172.81,delete,项目详情
chrome,建军县,2019-05-20 15:56:24,200.238.69.190,option,主页
chrome,玉英县,2019-05-23 17:29:30,192.57.46.44,delete,项目详情
firefox,南京市,2019-05-29 08:07:42,192.31.197.204,option,主页
safari,巢湖县,2019-05-21 12:45:36,169.242.249.63,post,任务详情
safari,潜江县,2019-05-22 05:38:53,192.0.11.58,delete,任务详情
safari,巢湖县,2019-05-25 22:42:43,169.242.249.63,get,主页
firefox,天津市,2019-05-22 16:47:55,192.88.127.141,put,任务列表
chrome,倩市,2019-05-24 08:06:32,192.175.38.219,delete,个人信息
ie,东莞县,2019-05-20 09:46:04,192.88.166.197,get,主页
safari,倩市,2019-05-24 08:12:02,1.228.115.113,post,任务列表
chrome,伟县,2019-05-23 03:07:32,192.31.197.204,option,主页
safari,想县,2019-05-28 08:44:50,169.255.215.157,option,项目详情
firefox,华县,2019-05-27 19:12:03,192.88.66.73,option,任务列表
chrome,巢湖县,2019-05-29 01:03:35,203.6.167.148,get,项目列表
safari,颖市,2019-05-20 18:23:27,192.31.216.190,option,个人信息
firefox,龙县,2019-05-21 11:25:50,7.216.233.147,post,项目列表
firefox,刚市,2019-05-29 18:21:34,1.228.115.113,option,任务列表
